det(VALLEY-3, THE-1)
prep(look-5, at-6)
det(Wizard-8, the-7)
pobj(at-6, Wizard-8)

det(man-3, The-1)
amod(man-3, little-2)
nsubj(perched-5, man-3)
aux(perched-5, had-4)
root(ROOT-0, perched-5)
dobj(perched-5, himself-6)
prep(perched-5, upon-7)
det(stool-10, a-8)
amod(stool-10, high-9)
pobj(upon-7, stool-10)
cc(perched-5, and-12)
aux(swinging-15, was-13)
advmod(swinging-15, carelessly-14)
conj(perched-5, swinging-15)
poss(feet-17, his-16)
dobj(swinging-15, feet-17)
cc(swinging-15, and-18)
conj(swinging-15, laughing-19)
prep(laughing-19, with-20)
pobj(with-20, glee-21)
prep(laughing-19, at-22)
poss(peril-26, Truella-23)
possessive(Truella-23, 's-24)
amod(peril-26, awful-25)
pobj(at-22, peril-26)

nsubj(thought-2, He-1)
root(ROOT-0, thought-2)
mark(found-9, that-3)
prep(found-9, at-4)
pobj(at-4, last-5)
nsubj(found-9, he-6)
aux(found-9, had-7)
advmod(found-9, certainly-8)
ccomp(thought-2, found-9)
det(way-11, a-10)
dobj(found-9, way-11)
aux(destroy-13, to-12)
vmod(way-11, destroy-13)
dobj(destroy-13, her-14)

det(Princess-3, The-1)
amod(Princess-3, poor-2)
nsubj(looked-5, Princess-3)
advmod(looked-5, again-4)
root(ROOT-0, looked-5)
prep(looked-5, into-6)
det(gulf-8, the-7)
pobj(into-6, gulf-8)
nsubj(nearer-14, which-10)
aux(nearer-14, was-11)
advmod(nearer-14, gradually-12)
dep(nearer-14, getting-13)
rcmod(gulf-8, nearer-14)
cc(nearer-14, and-15)
conj(nearer-14, nearer-16)
cc(looked-5, and-18)
nsubj(shuddered-20, she-19)
conj(looked-5, shuddered-20)
prep(shuddered-20, at-21)
poss(depths-24, its-22)
amod(depths-24, vast-23)
pobj(at-21, depths-24)

det(wind-3, A-1)
amod(wind-3, cold-2)
nsubj(began-4, wind-3)
root(ROOT-0, began-4)
aux(sweep-6, to-5)
xcomp(began-4, sweep-6)
prt(sweep-6, up-7)
prep(sweep-6, from-8)
det(abyss-10, the-9)
pobj(from-8, abyss-10)
cc(began-4, and-12)
nsubj(heard-14, she-13)
conj(began-4, heard-14)
xcomp(heard-14, mocking-15)
nn(growls-19, laughter-16)
cc(laughter-16, and-17)
conj(laughter-16, savage-18)
dobj(mocking-15, growls-19)
prep(mocking-15, from-20)
pcomp(from-20, below-21)
advmod(waiting-29, as-23)
mark(waiting-29, if-24)
amod(spirits-26, evil-25)
nsubj(waiting-29, spirits-26)
aux(waiting-29, were-27)
advmod(waiting-29, eagerly-28)
advcl(heard-14, waiting-29)
aux(seize-31, to-30)
xcomp(waiting-29, seize-31)
dobj(seize-31, her-32)

advmod(giving-5, Just-1)
mark(giving-5, as-2)
nsubj(giving-5, she-3)
aux(giving-5, was-4)
advcl(thought-22, giving-5)
dobj(giving-5, way-6)
prep(giving-5, to-7)
pobj(to-7, despair-8)
cc(giving-5, and-10)
det(gulf-12, the-11)
nsubj(crept-14, gulf-12)
aux(crept-14, had-13)
conj(giving-5, crept-14)
advmod(close-16, very-15)
acomp(crept-14, close-16)
prep(crept-14, to-17)
poss(feet-19, her-18)
pobj(to-17, feet-19)
nsubj(thought-22, Truella-21)
root(ROOT-0, thought-22)
prep(thought-22, of-23)
poss(dagger-26, her-24)
amod(dagger-26, winged-25)
pobj(of-23, dagger-26)

nsubj(drew-2, She-1)
root(ROOT-0, drew-2)
dobj(drew-2, it-3)
prep(drew-2, from-4)
poss(bosom-6, her-5)
pobj(from-4, bosom-6)
cc(drew-2, and-7)
parataxis(drew-2, pointing-9)
dobj(pointing-9, it-10)
prep(pointing-9, toward-11)
poss(enemy-13, her-12)
pobj(toward-11, enemy-13)
conj(drew-2, said-15)
ccomp(said-15, Save-18)
dobj(Save-18, me-19)
prep(Save-18, from-20)
det(Wizard-22, the-21)
poss(art-24, Wizard-22)
possessive(Wizard-22, 's-23)
pobj(from-20, art-24)
parataxis(drew-2, Fly-26)
mark(reach-29, until-27)
nsubj(reach-29, you-28)
advcl(Fly-26, reach-29)
poss(heart-31, his-30)
dobj(reach-29, heart-31)

ccomp(command-12, Foil-1)
poss(power-3, his-2)
dobj(Foil-1, power-3)
cc(Foil-1, and-4)
conj(Foil-1, set-5)
nsubj(free-7, me-6)
xcomp(set-5, free-7)
nsubj(command-12, This-9)
cop(command-12, is-10)
poss(command-12, my-11)
root(ROOT-0, command-12)
prep(command-12, to-13)
pobj(to-13, thee-14)

prep(flew-6, In-1)
det(flash-3, a-2)
pobj(In-1, flash-3)
det(dagger-5, the-4)
nsubj(flew-6, dagger-5)
root(ROOT-0, flew-6)
prep(flew-6, from-7)
poss(hand-9, her-8)
pobj(from-7, hand-9)
cc(flew-6, and-10)
conj(flew-6, struck-11)
det(Wizard-13, the-12)
nsubj(full-14, Wizard-13)
xcomp(struck-11, full-14)
prep(full-14, on-15)
poss(breast-17, his-16)
pobj(on-15, breast-17)

prep(fell-6, With-1)
det(cry-4, a-2)
amod(cry-4, loud-3)
pobj(With-1, cry-4)
nsubj(fell-6, he-5)
root(ROOT-0, fell-6)
advmod(fell-6, forward-7)
prep(fell-6, into-8)
det(gulf-10, the-9)
pobj(into-8, gulf-10)
nsubj(closed-17, which-12)
prep(closed-17, in-13)
det(instant-16, the-14)
amod(instant-16, same-15)
pobj(in-13, instant-16)
rcmod(gulf-10, closed-17)
prt(closed-17, up-18)
prep(closed-17, with-19)
det(crash-21, a-20)
pobj(with-19, crash-21)

advmod(swung-17, Then-1)
advmod(ceased-9, when-3)
det(rocks-5, the-4)
nsubj(ceased-9, rocks-5)
prep(rocks-5, about-6)
pobj(about-6, her-7)
aux(ceased-9, had-8)
advcl(swung-17, ceased-9)
xcomp(ceased-9, trembling-10)
prep(trembling-10, from-11)
det(shock-13, the-12)
pobj(from-11, shock-13)
det(door-16, the-15)
nsubj(swung-17, door-16)
root(ROOT-0, swung-17)
acomp(swung-17, open-18)
xcomp(swung-17, leaving-20)
det(Princess-22, the-21)
dobj(leaving-20, Princess-22)
prep(leaving-20, at-23)
pobj(at-23, liberty-24)
aux(go-26, to-25)
vmod(leaving-20, go-26)
advmod(pleased-29, where-27)
nsubj(pleased-29, she-28)
advcl(go-26, pleased-29)

nsubj(searched-3, She-1)
advmod(searched-3, now-2)
root(ROOT-0, searched-3)
det(Wizard-5, the-4)
poss(cupboard-7, Wizard-5)
possessive(Wizard-5, 's-6)
dobj(searched-3, cupboard-7)
mark(found-10, until-8)
nsubj(found-10, she-9)
advcl(searched-3, found-10)
poss(toe-12, her-11)
dobj(found-10, toe-12)
nsubjpass(hidden-18, which-14)
aux(hidden-18, had-15)
auxpass(hidden-18, been-16)
advmod(hidden-18, safely-17)
rcmod(toe-12, hidden-18)
prep(hidden-18, in-19)
det(box-23, a-20)
amod(box-23, little-21)
nn(box-23, ivory-22)
pobj(in-19, box-23)

nsubj(stopped-2, Truella-1)
root(ROOT-0, stopped-2)
advmod(stopped-2, only-3)
advmod(enough-5, long-4)
advmod(stopped-2, enough-5)
aux(put-7, to-6)
xcomp(stopped-2, put-7)
prep(put-7, on-8)
poss(toe-10, her-9)
pobj(on-8, toe-10)
cc(stopped-2, and-12)
advmod(ran-15, then-13)
nsubj(ran-15, she-14)
conj(stopped-2, ran-15)
prep(ran-15, through-16)
det(caves-18, the-17)
pobj(through-16, caves-18)
cc(through-16, and-19)
conj(through-16, up-20)
det(stairways-22, the-21)
pobj(up-20, stairways-22)
mark(reached-25, until-23)
nsubj(reached-25, she-24)
advcl(ran-15, reached-25)
det(top-27, the-26)
dobj(reached-25, top-27)
prep(top-27, of-28)
det(mountain-30, the-29)
pobj(of-28, mountain-30)
advmod(reached-25, again-31)

advmod(found-3, There-1)
nsubj(found-3, she-2)
root(ROOT-0, found-3)
poss(patiently-6, her-4)
nn(patiently-6, Stork-5)
dobj(found-3, patiently-6)
xcomp(found-3, awaiting-7)
dobj(awaiting-7, her-8)
cc(found-3, and-9)
aux(seated-12, having-11)
vmod(rode-19, seated-12)
dobj(seated-12, herself-13)
prep(seated-12, on-14)
poss(back-16, its-15)
pobj(on-14, back-16)
nsubj(rode-19, she-18)
conj(found-3, rode-19)
advmod(rode-19, safely-20)
cc(rode-19, and-21)
conj(rode-19, triumphantly-22)
advmod(triumphantly-22, back-23)
prep(triumphantly-22, to-24)
poss(father-26, her-25)
poss(palace-28, father-26)
possessive(father-26, 's-27)
pobj(to-24, palace-28)

det(King-2, The-1)
nsubj(delighted-6, King-2)
cc(King-2, and-3)
conj(King-2, Queen-4)
cop(delighted-6, were-5)
root(ROOT-0, delighted-6)
advmod(recounted-9, when-7)
nsubj(recounted-9, she-8)
advcl(delighted-6, recounted-9)
prep(recounted-9, to-10)
pobj(to-10, them-11)
det(success-13, the-12)
dobj(recounted-9, success-13)
prep(success-13, of-14)
poss(adventure-16, her-15)
pobj(of-14, adventure-16)
cc(delighted-6, but-18)
nsubj(shuddered-20, they-19)
conj(delighted-6, shuddered-20)
advmod(learned-23, when-21)
nsubj(learned-23, they-22)
advcl(shuddered-20, learned-23)
prep(encountered-33, of-24)
det(dangers-27, the-25)
amod(dangers-27, fearful-26)
pobj(of-24, dangers-27)
poss(daughter-31, their-28)
amod(daughter-31, sweet-29)
amod(daughter-31, little-30)
nsubj(encountered-33, daughter-31)
aux(encountered-33, had-32)
ccomp(learned-23, encountered-33)

nsubj(seems-3, It-2)
ccomp(said-8, seems-3)
prep(seems-3, to-4)
pobj(to-4, me-5)
root(ROOT-0, said-8)
det(Queen-11, the-9)
amod(Queen-11, good-10)
nsubj(said-8, Queen-11)
mark(is-18, that-14)
det(toe-17, a-15)
amod(toe-17, big-16)
nsubj(is-18, toe-17)
advcl(had-26, is-18)
advmod(is-18, scarcely-19)
prep(is-18, worth-20)
predet(trouble-23, all-21)
det(trouble-23, the-22)
pobj(worth-20, trouble-23)
nsubj(had-26, you-24)
aux(had-26, have-25)
dep(said-8, had-26)
prep(had-26, in-27)
pcomp(in-27, recovering-28)
dobj(recovering-28, it-29)

advmod(not-3, Perhaps-2)
nsubj(replied-6, not-3)
root(ROOT-0, replied-6)
det(Princess-8, the-7)
dobj(replied-6, Princess-8)
advmod(replied-6, thoughtfully-10)
cc(handy-19, but-13)
det(toe-16, a-14)
amod(toe-16, big-15)
nsubj(handy-19, toe-16)
cop(handy-19, is-17)
advmod(handy-19, very-18)
parataxis(replied-6, handy-19)
aux(have-21, to-20)
xcomp(handy-19, have-21)
advmod(wish-24, when-22)
nsubj(wish-24, you-23)
advcl(forced-51, wish-24)
aux(dance-26, to-25)
xcomp(wish-24, dance-26)
cc(wish-24, and-28)
prep(succeeded-34, after-30)
pobj(after-30, all-31)
nsubj(succeeded-34, I-33)
conj(wish-24, succeeded-34)
prep(succeeded-34, in-35)
pcomp(in-35, destroying-36)
det(Wizard-39, the-37)
nn(Wizard-39, Wicked-38)
dobj(destroying-36, Wizard-39)
nsubj(repays-43, which-41)
advmod(repays-43, surely-42)
rcmod(Wizard-39, repays-43)
dobj(repays-43, me-44)
prep(repays-43, for-45)
det(trials-47, the-46)
pobj(for-45, trials-47)
nsubjpass(forced-51, I-48)
aux(forced-51, have-49)
auxpass(forced-51, been-50)
ccomp(have-21, forced-51)
aux(undergo-53, to-52)
xcomp(forced-51, undergo-53)

nn(TO-11, _-1)
nn(TO-11, The-2)
nn(TO-11, Tenth-3)
nn(TO-11, Surprise-4)
nn(TO-11, _-5)
det(BREDENBUTTA-8, THE-6)
nn(BREDENBUTTA-8, DUCHESS-7)
poss(TO-11, BREDENBUTTA-8)
possessive(BREDENBUTTA-8, 'S-9)
nn(TO-11, VISIT-10)
nsubj(TURVYLAND-12, TO-11)
root(ROOT-0, TURVYLAND-12)
det(Bredenbutta-15, The-13)
nn(Bredenbutta-15, Duchess-14)
nsubj(cousin-18, Bredenbutta-15)
cop(cousin-18, was-16)
amod(cousin-18, forty-seventh-17)
ccomp(TURVYLAND-12, cousin-18)
prep(cousin-18, to-19)
det(Monarch-21, the-20)
pobj(to-19, Monarch-21)
prep(Monarch-21, of-22)
pobj(of-22, Mo-23)
cc(cousin-18, and-24)
conj(cousin-18, great-grandniece-25)
prep(great-grandniece-25, to-26)
det(Queen-28, the-27)
pobj(to-26, Queen-28)
mark(see-34, so-30)
nsubj(see-34, you-31)
aux(see-34, can-32)
advmod(see-34, readily-33)
advcl(cousin-18, see-34)
nsubjpass(related-38, she-35)
auxpass(related-38, was-36)
advmod(related-38, nearly-37)
ccomp(see-34, related-38)
prep(related-38, to-39)
det(Pattycake-42, the-40)
nn(Pattycake-42, Princess-41)
pobj(to-39, Pattycake-42)
cc(related-38, and-43)
conj(related-38, had-44)
amod(blood-46, blue-45)
dobj(had-44, blood-46)
prep(blood-46, in-47)
poss(veins-49, her-48)
pobj(in-47, veins-49)

nsubj(lived-2, She-1)
root(ROOT-0, lived-2)
prep(lived-2, in-3)
det(house-6, a-4)
amod(house-6, pretty-5)
pobj(in-3, house-6)
prep(lived-2, on-7)
det(banks-9, the-8)
pobj(on-7, banks-9)
prep(banks-9, of-10)
nn(River-12, Rootbeer-11)
pobj(of-10, River-12)
cc(lived-2, and-14)
nsubj(was-20, one-15)
prep(one-15, of-16)
poss(amusements-19, her-17)
amod(amusements-19, favorite-18)
pobj(of-16, amusements-19)
conj(lived-2, was-20)
aux(row-22, to-21)
xcomp(was-20, row-22)
prep(row-22, on-23)
det(river-25, the-24)
pobj(on-23, river-25)
prep(river-25, in-26)
poss(boat-28, her-27)
pobj(in-26, boat-28)
nsubj(light-37, which-30)
mark(small-34, although-32)
advmod(small-34, rather-33)
parataxis(light-37, small-34)
cop(light-37, was-36)
rcmod(boat-28, light-37)
prep(light-37, as-38)
det(cork-40, a-39)
pobj(as-38, cork-40)

num(day-2, One-1)
tmod(went-9, day-2)
mark(usual-5, as-4)
advcl(went-9, usual-5)
det(Duchess-8, the-7)
nsubj(went-9, Duchess-8)
root(ROOT-0, went-9)
prep(went-9, for-10)
det(row-12, a-11)
pobj(for-10, row-12)
prep(went-9, on-13)
det(river-15, the-14)
pobj(on-13, river-15)
xcomp(went-9, expecting-17)
aux(return-19, to-18)
xcomp(expecting-17, return-19)
dobj(return-19, home-20)
prep(return-19, in-21)
quantmod(hour-24, about-22)
quantmod(hour-24, an-23)
pobj(in-21, hour-24)
cc(went-9, but-26)
prep(fell-36, after-27)
pcomp(after-27, floating-28)
det(distance-31, a-29)
amod(distance-31, long-30)
dobj(floating-28, distance-31)
advmod(floating-28, down-32)
det(stream-34, the-33)
pobj(down-32, stream-34)
nsubj(fell-36, she-35)
conj(went-9, fell-36)
dep(fell-36, asleep-37)
prep(fell-36, in-38)
det(boat-40, the-39)
pobj(in-38, boat-40)
cc(fell-36, and-41)
aux(awake-44, did-42)
neg(awake-44, not-43)
conj(fell-36, awake-44)
mark(felt-47, until-45)
nsubj(felt-47, she-46)
advcl(awake-44, felt-47)
det(shock-50, a-48)
amod(shock-50, sudden-49)
dobj(felt-47, shock-50)

advmod(found-11, Then-1)
vmod(found-11, sitting-3)
prt(sitting-3, up-4)
cc(sitting-3, and-5)
conj(sitting-3, looking-6)
prep(looking-6, about-7)
pobj(about-7, her-8)
nsubj(found-11, she-10)
root(ROOT-0, found-11)
prep(found-11, to-13)
poss(alarm-15, her-14)
pobj(to-13, alarm-15)
mark(drifted-21, that-17)
det(boat-19, the-18)
nsubj(drifted-21, boat-19)
aux(drifted-21, had-20)
ccomp(found-11, drifted-21)
prep(drifted-21, to-22)
det(end-24, the-23)
pobj(to-22, end-24)
prep(end-24, of-25)
det(Land-27, the-26)
pobj(of-25, Land-27)
prep(Land-27, of-28)
pobj(of-28, Mo-29)
cc(drifted-21, and-31)
conj(drifted-21, was-32)
prep(was-32, in-33)
det(rapids-35, the-34)
pobj(in-33, rapids-35)
vmod(rapids-35, leading-36)
prep(leading-36, to-37)
det(Hole-40, the-38)
nn(Hole-40, Great-39)
pobj(to-37, Hole-40)
prep(Hole-40, in-41)
det(ground-43, the-42)
pobj(in-41, ground-43)
advmod(disappeared-47, where-44)
det(river-46, the-45)
nsubj(disappeared-47, river-46)
advcl(leading-36, disappeared-47)
prep(disappeared-47, from-48)
pobj(from-48, view-49)

vmod(looked-7, Becoming-1)
advmod(frightened-4, very-2)
advmod(frightened-4, much-3)
acomp(Becoming-1, frightened-4)
nsubj(looked-7, Bredenbutta-6)
root(ROOT-0, looked-7)
prep(looked-7, for-8)
det(oars-10, the-9)
pobj(for-8, oars-10)
prep(oars-10, of-11)
poss(boat-13, her-12)
pobj(of-11, boat-13)
mark(row-18, that-15)
nsubj(row-18, she-16)
aux(row-18, might-17)
ccomp(looked-7, row-18)
prep(row-18, to-19)
det(bank-21, the-20)
pobj(to-19, bank-21)
cc(discovered-26, but-23)
advmod(discovered-26, soon-24)
nsubj(discovered-26, she-25)
parataxis(looked-7, discovered-26)
mark(fallen-31, that-27)
det(oars-29, the-28)
nsubj(fallen-31, oars-29)
aux(fallen-31, had-30)
ccomp(discovered-26, fallen-31)
advmod(fallen-31, overboard-32)
cc(discovered-26, and-33)
auxpass(lost-35, were-34)
conj(discovered-26, lost-35)
xcomp(lost-35, leaving-37)
dobj(leaving-37, her-38)
prep(leaving-37, without-39)
det(means-41, any-40)
pobj(without-39, means-41)
prep(means-41, of-42)
pcomp(of-42, saving-43)
dobj(saving-43, herself-44)

det(Duchess-3, The-1)
amod(Duchess-3, poor-2)
nsubj(began-5, Duchess-3)
advmod(began-5, now-4)
root(ROOT-0, began-5)
aux(cry-7, to-6)
xcomp(began-5, cry-7)
prt(cry-7, out-8)
cc(began-5, but-10)
neg(one-12, no-11)
nsubj(heard-13, one-12)
conj(began-5, heard-13)
dobj(heard-13, her-14)

advmod(came-4, Gradually-1)
det(boat-3, the-2)
nsubj(came-4, boat-3)
root(ROOT-0, came-4)
ccomp(came-4, nearer-5)
cc(nearer-5, and-6)
conj(nearer-5, nearer-7)
prep(nearer-5, to-8)
det(Hole-11, the-9)
nn(Hole-11, Great-10)
pobj(to-8, Hole-11)
advmod(bumping-14, now-13)
conj(nearer-5, bumping-14)
prep(bumping-14, against-15)
det(rocks-17, the-16)
pobj(against-15, rocks-17)
cc(nearer-5, and-18)
advmod(spinning-20, now-19)
conj(nearer-5, spinning-20)
prt(spinning-20, around-21)
prep(spinning-20, with-22)
det(current-24, the-23)
pobj(with-22, current-24)
mark(paused-30, until-26)
prep(paused-30, at-27)
pobj(at-27, last-28)
nsubj(paused-30, it-29)
advcl(spinning-20, paused-30)
prep(paused-30, for-31)
det(instant-33, an-32)
pobj(for-31, instant-33)
prep(instant-33, on-34)
det(brink-37, the-35)
amod(brink-37, very-36)
pobj(on-34, brink-37)
prep(brink-37, of-38)
det(chasm-40, the-39)
pobj(of-38, chasm-40)
advmod(fell-45, down-41)
dobj(fell-45, which-42)
det(river-44, the-43)
nsubj(fell-45, river-44)
ccomp(paused-30, fell-45)

det(girl-2, The-1)
nsubj(seized-3, girl-2)
root(ROOT-0, seized-3)
det(sides-5, the-4)
dobj(seized-3, sides-5)
prep(sides-5, of-6)
det(boat-8, the-7)
pobj(of-6, boat-8)
prep(seized-3, in-9)
det(grasp-12, a-10)
nn(grasp-12, firm-11)
pobj(in-9, grasp-12)
cc(seized-3, and-14)
det(moment-17, the-15)
amod(moment-17, next-16)
tmod(plunged-19, moment-17)
nsubj(plunged-19, it-18)
conj(seized-3, plunged-19)
advmod(plunged-19, headlong-20)
prep(plunged-19, into-21)
det(Hole-23, the-22)
pobj(into-21, Hole-23)

mark(was-4, After-1)
det(shock-3, the-2)
nsubj(was-4, shock-3)
csubj(wiped-7, was-4)
prep(was-4, over-5)
pobj(over-5, Bredenbutta-6)
root(ROOT-0, wiped-7)
det(moisture-9, the-8)
dobj(wiped-7, moisture-9)
prep(wiped-7, from-10)
poss(eyes-12, her-11)
pobj(from-10, eyes-12)
cc(wiped-7, and-13)
conj(wiped-7, looked-14)
aux(see-16, to-15)
xcomp(looked-14, see-16)
advmod(was-19, where-17)
nsubj(was-19, she-18)
advcl(see-16, was-19)
cc(was-19, and-21)
nsubj(become-24, what-22)
aux(become-24, had-23)
conj(was-19, become-24)
prep(become-24, of-25)
pobj(of-25, her-26)

nsubj(found-2, She-1)
root(ROOT-0, found-2)
mark(landed-6, that-3)
nsubj(landed-6, she-4)
aux(landed-6, had-5)
advcl(found-2, landed-6)
prep(landed-6, in-7)
det(country-11, a-8)
advmod(remarkable-10, very-9)
amod(country-11, remarkable-10)
pobj(in-7, country-11)
cc(landed-6, and-13)
mark(do-18, for-14)
det(time-16, a-15)
nsubj(do-18, time-16)
aux(do-18, could-17)
conj(landed-6, do-18)
dobj(do-18, nothing-19)
cc(found-2, but-20)
conj(found-2, gaze-21)
prep(gaze-21, in-22)
pobj(in-22, wonder-23)
prep(gaze-21, on-24)
det(sights-27, the-25)
amod(sights-27, strange-26)
pobj(on-24, sights-27)
nsubj(met-29, that-28)
rcmod(sights-27, met-29)
poss(view-31, her-30)
dobj(met-29, view-31)

det(trees-2, The-1)
nsubj(growing-5, trees-2)
cop(growing-5, were-3)
advmod(growing-5, all-4)
root(ROOT-0, growing-5)
prep(growing-5, on-6)
poss(branches-9, their-7)
amod(branches-9, top-8)
pobj(on-6, branches-9)
prep(growing-5, with-11)
poss(roots-13, their-12)
pobj(with-11, roots-13)
amod(roots-13, high-14)
prep(high-14, in-15)
det(air-17, the-16)
pobj(in-15, air-17)
cc(growing-5, and-19)
det(houses-21, the-20)
nsubj(rested-22, houses-21)
conj(growing-5, rested-22)
prep(rested-22, on-23)
det(tops-25, the-24)
pobj(on-23, tops-25)
prep(tops-25, of-26)
poss(chimneys-28, their-27)
pobj(of-26, chimneys-28)
det(smoke-31, the-30)
nsubj(going-32, smoke-31)
conj(growing-5, going-32)
prep(going-32, into-33)
det(ground-35, the-34)
pobj(into-33, ground-35)
cc(growing-5, and-37)
det(doorsteps-39, the-38)
nsubj(being-40, doorsteps-39)
conj(growing-5, being-40)
prep(being-40, at-41)
det(tops-43, the-42)
pobj(at-41, tops-43)
prep(tops-43, of-44)
det(buildings-46, the-45)
pobj(of-44, buildings-46)

det(rabbit-2, A-1)
nsubj(flying-4, rabbit-2)
aux(flying-4, was-3)
root(ROOT-0, flying-4)
prt(flying-4, around-5)
prep(flying-4, in-6)
det(air-8, the-7)
pobj(in-6, air-8)
cc(flying-4, and-10)
det(flock-12, a-11)
nsubj(walked-15, flock-12)
prep(flock-12, of-13)
pobj(of-13, skylarks-14)
conj(flying-4, walked-15)
prep(walked-15, on-16)
det(ground-18, the-17)
pobj(on-16, ground-18)
advmod(belonged-23, as-20)
mark(belonged-23, if-21)
nsubj(belonged-23, they-22)
advcl(walked-15, belonged-23)
advmod(belonged-23, there-24)

nsubj(rubbed-2, Bredenbutta-1)
root(ROOT-0, rubbed-2)
poss(eyes-4, her-3)
dobj(rubbed-2, eyes-4)
dep(at-7, for-6)
prep(rubbed-2, at-7)
pobj(at-7, first-8)
det(girl-10, the-9)
nsubj(thought-11, girl-10)
rcmod(first-8, thought-11)
nsubj(dreaming-15, she-12)
aux(dreaming-15, must-13)
aux(dreaming-15, be-14)
ccomp(thought-11, dreaming-15)
cc(rubbed-2, but-17)
advmod(looked-20, when-18)
nsubj(looked-20, she-19)
advcl(was-23, looked-20)
advmod(was-23, again-21)
nsubj(was-23, everything-22)
conj(rubbed-2, was-23)
prep(was-23, in-24)
det(position-28, the-25)
amod(position-28, same-26)
amod(position-28, unnatural-27)
pobj(in-24, position-28)

aux(add-2, To-1)
dep(saw-8, add-2)
prep(add-2, to-3)
poss(amazement-5, her-4)
pobj(to-3, amazement-5)
nsubj(saw-8, she-6)
advmod(saw-8, now-7)
root(ROOT-0, saw-8)
det(creature-11, a-9)
nn(creature-11, queer-10)
dobj(saw-8, creature-11)
vmod(creature-11, coming-12)
prep(coming-12, toward-13)
pobj(toward-13, her-14)

nsubj(taken-4, She-1)
aux(taken-4, might-2)
aux(taken-4, have-3)
ccomp(reverse-16, taken-4)
dobj(taken-4, him-5)
prep(taken-4, for-6)
det(man-9, a-7)
amod(man-9, young-8)
pobj(for-6, man-9)
advmod(ho-12, only-11)
nsubj(reverse-16, ho-12)
cop(reverse-16, was-13)
advmod(reverse-16, just-14)
det(reverse-16, the-15)
root(ROOT-0, reverse-16)
prep(reverse-16, of-17)
det(man-20, any-18)
amod(man-20, young-19)
pobj(of-17, man-20)
nsubj(seen-24, Bredenbutta-21)
aux(seen-24, had-22)
advmod(seen-24, ever-23)
rcmod(man-20, seen-24)

nsubj(stood-2, He-1)
root(ROOT-0, stood-2)
prep(stood-2, upon-3)
poss(hands-5, his-4)
pobj(upon-3, hands-5)
nsubjpass(clad-9, which-7)
auxpass(clad-9, were-8)
rcmod(hands-5, clad-9)
prep(clad-9, in-10)
pobj(in-10, boots-11)
cc(clad-9, and-13)
conj(clad-9, used-14)
poss(feet-16, his-15)
dobj(used-14, feet-16)
mark(use-19, as-17)
nsubj(use-19, we-18)
advcl(used-14, use-19)
poss(hands-21, our-20)
dobj(use-19, hands-21)
advmod(handy-27, seeming-23)
aux(handy-27, to-24)
cop(handy-27, be-25)
advmod(handy-27, very-26)
conj(clad-9, handy-27)
prep(handy-27, with-28)
poss(toes-30, his-29)
pobj(with-28, toes-30)

poss(teeth-2, His-1)
nsubj(were-3, teeth-2)
root(ROOT-0, were-3)
prep(were-3, in-4)
poss(ears-6, his-5)
pobj(in-4, ears-6)
